OCC_CODE,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE
25-0000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1022,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1032,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1040,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1041,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1042,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1043,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1050,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1051,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1052,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1053,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1054,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1060,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1061,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1062,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1063,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1064,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1065,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1066,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1067,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1069,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1070,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1071,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1072,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1080,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1081,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1082,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1110,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1111,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1112,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1113,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1120,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1121,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1122,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1123,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1124,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1125,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1126,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1190,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1192,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1193,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1194,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-1199,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2012,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2022,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2023,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2032,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2050,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2051,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2052,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2057,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2058,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-2059,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-3000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-3010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-3011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-3020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-3021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-3030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-3031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-3040,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-3041,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-3090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-3099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-4000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-4010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-4011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-4012,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-4013,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-4020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-4022,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-4030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-4031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-9000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-9020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-9021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-9030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-9031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-9040,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-9044,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-9045,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-9090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
25-9099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-0000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1012,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1013,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1014,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1019,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1022,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1023,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1024,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1025,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1026,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1027,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-1029,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2012,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2022,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2023,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2032,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2040,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2041,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2042,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2091,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-2099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-3000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-3010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-3011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-3020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-3023,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-3030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-3031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-3040,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-3041,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-3042,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-3043,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-3090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-3091,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-3092,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-3099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-4000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-4010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-4011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-4012,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-4014,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-4015,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-4020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-4021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-4030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-4031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-4032,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-4090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
27-4099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-0000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1022,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1023,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1024,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1029,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1040,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1041,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1050,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1051,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1070,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1071,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1080,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1081,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1120,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1122,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1123,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1124,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1125,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1126,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1127,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1128,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1129,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1130,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1131,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1140,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1141,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1150,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1151,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1160,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1161,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1170,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1171,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1180,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1181,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1210,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1211,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1212,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1213,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1214,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1215,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1216,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1217,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1218,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1221,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1222,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1223,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1224,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1229,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1240,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1241,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1242,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1243,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1249,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1290,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1291,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1292,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-1299,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2032,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2033,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2034,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2035,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2036,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2040,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2042,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2043,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2050,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2051,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2052,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2053,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2055,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2056,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2057,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2060,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2061,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2070,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2072,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2080,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2081,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2091,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2092,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-2099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-9000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-9020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-9021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-9090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-9091,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-9092,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-9093,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
29-9099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-0000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-1100,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-1120,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-1120,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-1130,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-1131,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-1132,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-1133,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-2000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-2010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-2011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-2012,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-2020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-2021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-2022,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-9000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-9010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-9011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-9090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-9091,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-9092,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-9093,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-9094,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-9095,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-9096,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-9097,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
31-9099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-0000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-1000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-1010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-1011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-1012,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-1020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-1021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-1090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-1091,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-1099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-2000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-2010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-2011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-2020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-2021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-2022,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-3000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-3010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-3011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-3012,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-3020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-3021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-3030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-3031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-3040,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-3041,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-3050,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-3051,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-3052,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-9000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-9010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-9011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-9020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-9021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-9030,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-9031,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-9032,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-9090,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-9091,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-9092,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-9093,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-9094,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
33-9099,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-0000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-1000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-1010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-1011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-1012,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-2000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-2010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-2011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-2012,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-2013,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-2014,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-2015,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-2019,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-2020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-2021,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-3000,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-3010,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-3011,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-3020,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
35-3023,99,U.S.,1,US,0,Cross-industry,cross-industry,1235
